,PROPERTY STATE,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(-3),Corr with auto_vol(-3),student_vol(-4),Corr with student_vol(-4),credit_tightness(3),Corr with credit_tightness(3),mortgage 30-89(-1),Corr with mortgage 30-89(-1),mortgage 90(4),Corr with mortgage 90(4)
0,WI,MADISON,2012-04,3.12,Other FHA,0.14868421052631575,2.9713157894736844,0.4137648646554209,0.18980526315789473,2.9301947368421053,0.4272946835961497,0.23982894736842097,2.880171052631579,0.45002557730805687,0.34777368421052635,2.7722263157894735,0.45338799891875525,0.46680789473684203,2.653192105263158,0.48164801862570183,0.7313999999999999,2.3886000000000003,0.49792223216454573,1.048621052631579,2.071378947368421,0.5167868791353968,0.0666666666666667,3.0533333333333332,0.39392170887326106,0.13904761904761903,2.980952380952381,0.46029131571524257,0.18333333333333335,2.9366666666666665,0.5080043331631297,0.8947619047619045,2.2252380952380957,0.7759984388861674,2.0528571428571425,1.0671428571428576,0.8361934889181217,2.8166666666666664,0.3033333333333337,0.61101179040695,3.1842857142857137,-0.06428571428571361,0.4069962485875024,35385458151.3724,0.6626996222673548,11508699084.1195,-0.6273244450538741,89.02745876405929,-0.5168897195908629,1.3,-0.8024430824214462,1.5,-0.6466160254242356
1,WI,MADISON,2012-05,3.13,Other FHA,0.15161363636363637,2.9783863636363637,0.4137648646554209,0.19053181818181822,2.9394681818181816,0.4272946835961497,0.23893181818181805,2.891068181818182,0.45002557730805687,0.3457045454545453,2.784295454545455,0.45338799891875525,0.4665318181818183,2.663468181818182,0.48164801862570183,0.732990909090909,2.3970090909090906,0.49792223216454573,1.0615068181818177,2.068493181818182,0.5167868791353968,0.06590909090909093,3.064090909090909,0.39392170887326106,0.14545454545454548,2.9845454545454544,0.46029131571524257,0.19181818181818186,2.938181818181818,0.5080043331631297,0.7618181818181818,2.368181818181818,0.7759984388861674,1.8031818181818189,1.326818181818181,0.8361934889181217,2.525909090909091,0.604090909090909,0.61101179040695,2.930909090909091,0.19909090909090876,0.4069962485875024,35532707747.113,0.6626996222673548,11510278467.2037,-0.6273244450538741,89.6061116730853,-0.5168897195908629,1.3,-0.8024430824214462,1.4,-0.6466160254242356
2,WI,MADISON,2012-06,3.25,Other FHA,0.163,3.087,0.4137648646554209,0.19464736842105262,3.0553526315789474,0.4272946835961497,0.24319736842105263,3.0068026315789473,0.45002557730805687,0.3459342105263157,2.9040657894736843,0.45338799891875525,0.46558684210526313,2.784413157894737,0.48164801862570183,0.7364000000000004,2.5135999999999994,0.49792223216454573,1.0691894736842107,2.1808105263157893,0.5167868791353968,0.05190476190476193,3.198095238095238,0.39392170887326106,0.14809523809523809,3.1019047619047617,0.46029131571524257,0.18904761904761905,3.060952380952381,0.5080043331631297,0.7114285714285714,2.5385714285714287,0.7759984388861674,1.6223809523809525,1.6276190476190475,0.8361934889181217,2.3061904761904763,0.9438095238095237,0.61101179040695,2.698095238095238,0.5519047619047619,0.4069962485875024,35767585536.868996,0.6626996222673548,10728874885.7875,-0.6273244450538741,89.513287195688,-0.5168897195908629,1.3,-0.8024430824214462,1.3,-0.6466160254242356
3,WI,MADISON,2012-08,2.9000000000000004,Other FHA,0.15374090909090915,2.746259090909091,0.4137648646554209,0.18745454545454548,2.712545454545455,0.4272946835961497,0.23783863636363634,2.662161363636364,0.45002557730805687,0.3331136363636364,2.566886363636364,0.45338799891875525,0.43259999999999993,2.4674000000000005,0.48164801862570183,0.7177749999999997,2.1822250000000007,0.49792223216454573,1.0426272727272727,1.8573727272727276,0.5167868791353968,0.09217391304347829,2.807826086956522,0.39392170887326106,0.14043478260869566,2.759565217391305,0.46029131571524257,0.18347826086956526,2.7165217391304353,0.5080043331631297,0.7139130434782609,2.1860869565217396,0.7759984388861674,1.6782608695652175,1.2217391304347829,0.8361934889181217,2.3978260869565218,0.5021739130434786,0.61101179040695,2.7708695652173914,0.129130434782609,0.4069962485875024,36777908030.9335,0.6626996222673548,11641401212.0971,-0.6273244450538741,90.2956809830492,-0.5168897195908629,1.4,-0.8024430824214462,1.2,-0.6466160254242356
4,WI,MADISON,2012-11,2.33,Other FHA,0.1555,2.1745,0.4137648646554209,0.18060909090909089,2.149390909090909,0.4272946835961497,0.20888636363636362,2.1211136363636363,0.45002557730805687,0.25813636363636355,2.0718636363636365,0.45338799891875525,0.31102272727272723,2.018977272727273,0.48164801862570183,0.528347727272727,1.801652272727273,0.49792223216454573,0.8631931818181818,1.4668068181818184,0.5167868791353968,0.12449999999999999,2.2055000000000002,0.39392170887326106,0.14450000000000002,2.1855,0.46029131571524257,0.17850000000000002,2.1515,0.5080043331631297,0.665,1.665,0.7759984388861674,1.654,0.6760000000000002,0.8361934889181217,2.3894999999999995,-0.05949999999999944,0.61101179040695,2.8034999999999997,-0.4734999999999996,0.4069962485875024,37160101000.5239,0.6626996222673548,16111780903.4699,-0.6273244450538741,88.794109524791,-0.5168897195908629,1.5,-0.8024430824214462,1.3,-0.6466160254242356
5,WI,MADISON,2013-02,2.85,Other FHA,0.15464999999999998,2.69535,0.4137648646554209,0.17315,2.67685,0.4272946835961497,0.20129999999999998,2.6487000000000003,0.45002557730805687,0.2455,2.6045000000000003,0.45338799891875525,0.29049499999999995,2.559505,0.48164801862570183,0.463425,2.386575,0.49792223216454573,0.761875,2.0881250000000002,0.5167868791353968,0.0768421052631579,2.7731578947368423,0.39392170887326106,0.12421052631578947,2.7257894736842108,0.46029131571524257,0.15736842105263157,2.6926315789473687,0.5080043331631297,0.8463157894736841,2.003684210526316,0.7759984388861674,1.9842105263157896,0.8657894736842104,0.8361934889181217,2.782631578947368,0.06736842105263197,0.61101179040695,3.165263157894737,-0.3152631578947367,0.4069962485875024,38410438812.4053,0.6626996222673548,12022315813.7363,-0.6273244450538741,88.29263433660921,-0.5168897195908629,1.4,-0.8024430824214462,1.2,-0.6466160254242356
6,WI,MADISON,2013-03,2.74,Other FHA,0.15505000000000002,2.58495,0.4137648646554209,0.17309999999999998,2.5669000000000004,0.4272946835961497,0.20345,2.53655,0.45002557730805687,0.2419,2.4981,0.45338799891875525,0.28190000000000004,2.4581,0.48164801862570183,0.44782500000000003,2.2921750000000003,0.49792223216454573,0.7351250000000001,2.004875,0.5167868791353968,0.07800000000000003,2.6620000000000004,0.39392170887326106,0.11450000000000005,2.6255,0.46029131571524257,0.14750000000000002,2.5925000000000002,0.5080043331631297,0.8185000000000002,1.9215,0.7759984388861674,1.9575,0.7825000000000002,0.8361934889181217,2.7840000000000003,-0.04400000000000004,0.61101179040695,3.1625000000000005,-0.4225000000000003,0.4069962485875024,38808856509.5085,0.6626996222673548,10740081615.3953,-0.6273244450538741,89.95115518901541,-0.5168897195908629,1.4,-0.8024430824214462,1.1,-0.6466160254242356
7,WI,MADISON,2013-05,3.14,Other FHA,0.1435047619047619,2.996495238095238,0.4137648646554209,0.1638380952380952,2.976161904761905,0.4272946835961497,0.19670952380952378,2.9432904761904766,0.45002557730805687,0.23396000000000003,2.90604,0.45338799891875525,0.27416904761904765,2.8658309523809526,0.48164801862570183,0.42137333333333327,2.7186266666666667,0.49792223216454573,0.6936104761904763,2.4463895238095237,0.5167868791353968,0.020454545454545458,3.1195454545454546,0.39392170887326106,0.08090909090909093,3.059090909090909,0.46029131571524257,0.11863636363636366,3.0213636363636365,0.5080043331631297,0.840909090909091,2.299090909090909,0.7759984388861674,1.9281818181818182,1.211818181818182,0.8361934889181217,2.7286363636363635,0.4113636363636366,0.61101179040695,3.112727272727273,0.027272727272727337,0.4069962485875024,39658399389.4891,0.6626996222673548,11154944519.578999,-0.6273244450538741,88.1059676388142,-0.5168897195908629,1.2,-0.8024430824214462,1.1,-0.6466160254242356
8,WI,MADISON,2013-09,3.78,Other FHA,0.11272380952380952,3.66727619047619,0.4137648646554209,0.14323238095238094,3.636767619047619,0.4272946835961497,0.18057476190476196,3.599425238095238,0.45002557730805687,0.22133904761904755,3.5586609523809525,0.45338799891875525,0.2531785714285715,3.526821428571428,0.48164801862570183,0.38033809523809525,3.3996619047619046,0.49792223216454573,0.6526857142857143,3.1273142857142853,0.5167868791353968,0.017500000000000005,3.7624999999999997,0.39392170887326106,0.04150000000000001,3.7384999999999997,0.46029131571524257,0.11850000000000002,3.6614999999999998,0.5080043331631297,1.5959999999999999,2.184,0.7759984388861674,2.8095,0.9704999999999999,0.8361934889181217,3.526,0.254,0.61101179040695,3.7870000000000004,-0.007000000000000561,0.4069962485875024,41507587847.7023,0.6626996222673548,9498561196.652071,-0.6273244450538741,85.3165844012547,-0.5168897195908629,1.2,-0.8024430824214462,0.9,-0.6466160254242356
9,WI,MADISON,2014-08,3.4,Other FHA,0.090785,3.309215,0.4137648646554209,0.121725,3.278275,0.4272946835961497,0.15602,3.24398,0.45002557730805687,0.19527250000000002,3.2047274999999997,0.45338799891875525,0.23465000000000003,3.16535,0.48164801862570183,0.32965500000000003,3.0703449999999997,0.49792223216454573,0.55889,2.84111,0.5167868791353968,0.030000000000000006,3.37,0.39392170887326106,0.0523809523809524,3.3476190476190477,0.46029131571524257,0.10714285714285714,3.2928571428571427,0.5080043331631297,1.6314285714285717,1.7685714285714282,0.7759984388861674,2.42,0.98,0.8361934889181217,2.9366666666666665,0.4633333333333334,0.61101179040695,3.2009523809523808,0.19904761904761914,0.4069962485875024,44462292713.4678,0.6626996222673548,11032404366.8063,-0.6273244450538741,82.72786465890579,-0.5168897195908629,1.1,-0.8024430824214462,0.7,-0.6466160254242356
